5.981551815095847990e-01,7.867705688476562500e+02
6.038231813005737747e-01,1.101535644531250000e+03
6.094911810915627504e-01,1.137069946289062500e+03
6.151591808825518370e-01,1.134994750976562500e+03
6.208271806735408127e-01,1.154453857421875000e+03
6.264951804645297884e-01,1.156551635742187500e+03
6.321631802555186530e-01,1.153974121093750000e+03
6.378311800465077397e-01,1.166770263671875000e+03
6.434991798374967154e-01,1.164907836914062500e+03
6.491671796284856910e-01,1.145637329101562500e+03
6.548351794194746667e-01,1.144522216796875000e+03
6.605031792104637534e-01,1.146252075195312500e+03
6.661711790014526180e-01,1.148466796875000000e+03
6.718391787924415937e-01,1.149343627929687500e+03
6.775071785834305693e-01,1.144398193359375000e+03
6.831751783744196560e-01,1.142886596679687500e+03
6.888431781654086317e-01,1.142317138671875000e+03
6.945111779563976073e-01,1.148565551757812500e+03
7.001791777473864720e-01,1.147214477539062500e+03
7.058471775383755586e-01,1.139169189453125000e+03
7.115151773293645343e-01,1.130767700195312500e+03
7.171831771203535100e-01,1.127290405273437500e+03
7.228511769113424856e-01,1.133009277343750000e+03
7.285191767023315723e-01,1.133973632812500000e+03
7.341871764933204370e-01,1.131991699218750000e+03
7.398551762843094126e-01,1.127184204101562500e+03
7.455231760752983883e-01,1.124866210937500000e+03
7.511911758662873639e-01,1.121529541015625000e+03
7.568591756572764506e-01,1.123342407226562500e+03
7.625271754482654263e-01,1.121704589843750000e+03
7.681951752392544019e-01,1.119881103515625000e+03
7.738631750302433776e-01,1.117813842773437500e+03
7.795311748212323533e-01,1.115841552734375000e+03
7.851991746122213289e-01,1.113363159179687500e+03
7.908671744032103046e-01,1.111832763671875000e+03
7.965351741941992803e-01,1.110574829101562500e+03
8.022031739851883669e-01,1.107746215820312500e+03
8.078711737761772316e-01,1.106908203125000000e+03
8.135391735671662072e-01,1.105630004882812500e+03
8.192071733581552939e-01,1.104024291992187500e+03
8.248751731491442696e-01,1.102257934570312500e+03
8.305431729401332452e-01,1.101573242187500000e+03
8.362111727311222209e-01,1.099807739257812500e+03
8.418791725221110855e-01,1.098197021484375000e+03
8.475471723131001722e-01,1.097245239257812500e+03
8.532151721040891479e-01,1.093686401367187500e+03
8.588831718950781235e-01,1.092215209960937500e+03
8.645511716860672102e-01,1.091237426757812500e+03
8.702191714770560749e-01,1.090604736328125000e+03
8.758871712680450505e-01,1.090759155273437500e+03
8.815551710590340262e-01,1.087163208007812500e+03
8.872231708500230019e-01,1.085839843750000000e+03
8.928911706410120885e-01,1.083266479492187500e+03
8.985591704320010642e-01,1.083317382812500000e+03
9.042271702229900399e-01,1.082090209960937500e+03
9.098951700139790155e-01,1.080559448242187500e+03
9.155631698049678802e-01,1.080874267578125000e+03
9.212311695959569668e-01,1.080928222656250000e+03
9.268991693869459425e-01,1.080264526367187500e+03
9.325671691779349182e-01,1.078196777343750000e+03
9.382351689689240049e-01,1.076871704101562500e+03
9.439031687599129805e-01,1.072912475585937500e+03
9.495711685509018452e-01,1.070234252929687500e+03
9.552391683418909318e-01,1.067943481445312500e+03
9.609071681328797965e-01,1.067078125000000000e+03
9.665751679238688832e-01,1.066418701171875000e+03
9.722431677148579698e-01,1.064481079101562500e+03
9.779111675058468345e-01,1.063136596679687500e+03
9.835791672968358101e-01,1.062747314453125000e+03
9.892471670878246748e-01,1.061458618164062500e+03
9.949151668788137615e-01,1.060510986328125000e+03
1.000583166669802848e+00,1.058267211914062500e+03
1.006251166460791602e+00,1.058776000976562500e+03
1.011919166251780799e+00,1.056107910156250000e+03
1.017587166042769553e+00,1.053843261718750000e+03
1.023255165833758751e+00,1.053680541992187500e+03
1.028923165624747726e+00,1.052368408203125000e+03
1.034591165415736702e+00,1.050668945312500000e+03
1.040259165206725678e+00,1.049268432617187500e+03
1.045927164997714431e+00,1.047801269531250000e+03
1.051595164788703629e+00,1.046886596679687500e+03
1.057263164579692605e+00,1.044942382812500000e+03
1.062931164370681802e+00,1.044156860351562500e+03
1.068599164161670556e+00,1.041978637695312500e+03
1.074267163952659310e+00,1.039758178710937500e+03
1.079935163743648507e+00,1.037712402343750000e+03
1.085603163534637483e+00,1.036781250000000000e+03
1.091271163325626681e+00,1.037053710937500000e+03
1.096939163116615434e+00,1.037607177734375000e+03
1.102607162907604632e+00,1.035393554687500000e+03
1.108275162698593386e+00,1.033447143554687500e+03
1.113943162489582361e+00,1.030987670898437500e+03
1.119611162280571559e+00,1.028884399414062500e+03
1.125279162071560535e+00,1.028143676757812500e+03
1.130947161862549510e+00,1.027687988281250000e+03
1.136615161653538264e+00,1.025791748046875000e+03
1.142283161444527240e+00,1.024923706054687500e+03
1.147951161235516437e+00,1.024133300781250000e+03
1.153619161026505413e+00,1.023188476562500000e+03
1.159287160817494389e+00,1.020962707519531250e+03
1.164955160608483142e+00,1.019112548828125000e+03
1.170623160399472340e+00,1.017683166503906250e+03
1.176291160190461316e+00,1.017493652343750000e+03
1.181959159981450291e+00,1.015859497070312500e+03
1.187627159772439267e+00,1.013566833496093750e+03
1.193295159563428021e+00,1.012234741210937500e+03
1.198963159354417218e+00,1.010341552734375000e+03
1.204631159145406194e+00,1.010478332519531250e+03
1.210299158936395170e+00,1.009194091796875000e+03
1.215967158727384145e+00,1.008289367675781250e+03
1.221635158518373121e+00,1.007143249511718750e+03
1.227303158309362097e+00,1.006361694335937500e+03
1.232971158100351072e+00,1.005853576660156250e+03
1.238639157891340270e+00,1.004036132812500000e+03
1.244307157682329246e+00,1.001993591308593750e+03
1.249975157473317999e+00,9.999923095703125000e+02
1.255643157264306975e+00,9.980469360351562500e+02
1.261311157055295951e+00,9.977202148437500000e+02
1.266979156846285148e+00,9.981763916015625000e+02
1.272647156637274124e+00,9.968472900390625000e+02
1.278315156428263100e+00,9.947969970703125000e+02
1.283983156219251853e+00,9.934887084960937500e+02
1.289651156010240829e+00,9.925904541015625000e+02
1.295319155801230027e+00,9.911990966796875000e+02
1.300987155592219002e+00,9.902369384765625000e+02
1.306655155383207978e+00,9.893831787109375000e+02
1.312323155174196954e+00,9.891267700195312500e+02
1.317991154965185929e+00,9.874008789062500000e+02
1.323659154756174905e+00,9.865136718750000000e+02
1.329327154547163881e+00,9.853460083007812500e+02
1.334995154338152856e+00,9.838931274414062500e+02
1.340663154129141832e+00,9.830130004882812500e+02
1.346331153920130808e+00,9.813107299804687500e+02
1.351999153711119783e+00,9.795842895507812500e+02
1.357667153502108759e+00,9.784384155273437500e+02
1.363335153293097957e+00,9.779304809570312500e+02
1.369003153084086710e+00,9.766119384765625000e+02
1.374671152875075686e+00,9.745684814453125000e+02
1.380339152666064662e+00,9.736191406250000000e+02
1.386007152457053859e+00,9.725250244140625000e+02
1.391675152248042835e+00,9.706063842773437500e+02
1.397343152039031589e+00,9.688568115234375000e+02
1.403011151830020564e+00,9.675547485351562500e+02
1.408679151621009540e+00,9.665861206054687500e+02
1.414347151411998738e+00,9.652916259765625000e+02
1.420015151202987713e+00,9.651105346679687500e+02
1.425683150993976467e+00,9.644710693359375000e+02
1.431351150784965665e+00,9.624951782226562500e+02
1.437019150575954418e+00,9.610155029296875000e+02
1.442687150366943616e+00,9.602922363281250000e+02
1.448355150157932592e+00,9.596152343750000000e+02
1.454023149948921789e+00,9.589797363281250000e+02
1.459691149739910543e+00,9.577894897460937500e+02
1.465359149530899296e+00,9.561790771484375000e+02
1.471027149321888494e+00,9.545640869140625000e+02
1.476695149112877470e+00,9.538060913085937500e+02
1.482363148903866668e+00,9.536254882812500000e+02
1.488031148694855421e+00,9.531602172851562500e+02
