# register#,plate_x,plate_y,Seconds,i0,i1,mon,bstop,Omron,CH6,    CH7,TEMP,marccd,ICRxT,OCRxT,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,    ROI10,RIO11,ROI12,ROI13,SWX,CCD1,CTEMP,Timer,pd1,pd2,pd3,pd4,pd5,pd6,pd7,    pd8,pd9,pd10,pd11,pd12,pd13,pd14,pd15,pd16,scan#,Imax,Iave,ratio,scan#,texture,scan#,peak_num,scan#, neighbor_distance,Co,Fe,Zr,Co_adjusted,Fe_adjusted,Zr_adjusted,# peak_position, peak_width, peak_intensity,distance_2d,# Fe_alpha,Fe_beta,Co_alpha,Co_beta
5.60E+01,-1.80E+01,-3.00E+01,3.00E+01,4.04E+06,5.03E+06,0.00E+00,1.39E+07,1.05E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,1.24E+06,1.10E+06,7.74E+05,2.67E+05,2.39E+04,3.66E+03,2.59E+03,3.02E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.10E+01,1.20E+03,8.48E+02,1.41E+00,1.10E+01,1.30E-05,1.10E+01,1.00E+00,1.10E+01,-7.75E-09,0.08842194,0.661225717,0.250352343,0.092576252,0.608777256,0.298646492,2.97E+00,5.48E-01,3.34E+02,-6.74E-06,2.86E+04,3.89E+03,4.20E+03,5.76E+02
5.70E+01,-1.50E+01,-3.00E+01,3.00E+01,4.04E+06,5.01E+06,0.00E+00,1.39E+07,1.04E+05,0.00E+00,0.00E+00,0.00E+00,3.52E+01,1.18E+06,1.06E+06,7.34E+05,2.61E+05,2.41E+04,3.95E+03,2.47E+03,3.10E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.20E+01,1.19E+03,8.37E+02,1.42E+00,1.20E+01,1.29E-05,1.20E+01,1.00E+00,1.20E+01,3.84E-08,0.091687929,0.638786427,0.269525643,0.095788033,0.586794694,0.317417273,2.95E+00,5.73E-01,3.09E+02,2.89E-05,2.71E+04,3.69E+03,4.23E+03,5.79E+02
5.80E+01,-1.20E+01,-3.00E+01,3.00E+01,4.03E+06,4.98E+06,0.00E+00,1.39E+07,1.05E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,1.13E+06,1.02E+06,6.89E+05,2.56E+05,2.44E+04,4.00E+03,2.41E+03,3.14E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.30E+01,1.17E+03,8.28E+02,1.42E+00,1.30E+01,1.26E-05,1.30E+01,1.00E+00,1.30E+01,1.04E-04,0.094777349,0.615862864,0.289359787,0.098845722,0.564644484,0.336509795,2.93E+00,6.12E-01,2.91E+02,3.71E-04,2.54E+04,3.45E+03,4.65E+03,6.37E+02
5.90E+01,-9.00E+00,-3.00E+01,3.00E+01,4.03E+06,5.00E+06,0.00E+00,1.39E+07,1.04E+05,0.00E+00,0.00E+00,0.00E+00,3.48E+01,1.10E+06,9.88E+05,6.50E+05,2.52E+05,2.49E+04,4.30E+03,2.32E+03,3.13E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.40E+01,1.16E+03,8.18E+02,1.42E+00,1.40E+01,1.31E-05,1.40E+01,1.00E+00,1.40E+01,5.42E-05,0.097667638,0.592521907,0.309810456,0.101733183,0.542386253,0.355880565,2.91E+00,6.50E-01,2.72E+02,2.62E-04,2.40E+04,3.26E+03,4.83E+03,6.62E+02
6.00E+01,-6.00E+00,-3.00E+01,3.00E+01,4.03E+06,4.99E+06,0.00E+00,1.40E+07,1.05E+05,0.00E+00,0.00E+00,0.00E+00,3.53E+01,1.04E+06,9.42E+05,6.11E+05,2.47E+05,2.52E+04,4.41E+03,2.22E+03,3.36E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.50E+01,1.15E+03,8.05E+02,1.43E+00,1.50E+01,1.46E-05,1.50E+01,1.00E+00,1.50E+01,9.35E-05,0.10032414,0.568954482,0.330721378,0.104423918,0.520192452,0.37538363,2.88E+00,6.85E-01,2.56E+02,3.69E-04,2.25E+04,3.05E+03,4.96E+03,6.79E+02
6.10E+01,-3.00E+00,-3.00E+01,3.00E+01,4.02E+06,4.99E+06,0.00E+00,1.41E+07,1.05E+05,0.00E+00,0.00E+00,0.00E+00,3.54E+01,9.97E+05,9.05E+05,5.73E+05,2.43E+05,2.52E+04,4.67E+03,2.12E+03,3.36E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.60E+01,1.14E+03,7.95E+02,1.44E+00,1.60E+01,1.46E-05,1.60E+01,1.00E+00,1.60E+01,4.33E-05,0.102733255,0.54519885,0.352067895,0.106910253,0.498086702,0.395003044,2.85E+00,7.24E-01,2.45E+02,2.90E-04,2.12E+04,2.88E+03,4.68E+03,6.41E+02
6.20E+01,0.00E+00,-3.00E+01,3.00E+01,4.01E+06,4.97E+06,0.00E+00,1.39E+07,1.05E+05,0.00E+00,0.00E+00,0.00E+00,3.48E+01,9.64E+05,8.78E+05,5.34E+05,2.35E+05,2.55E+04,4.86E+03,2.09E+03,3.41E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.70E+01,1.12E+03,7.87E+02,1.43E+00,1.70E+01,1.41E-05,1.70E+01,1.00E+00,1.70E+01,5.23E-05,0.104868077,0.521450962,0.373680961,0.10917103,0.476232908,0.414596062,2.82E+00,7.48E-01,2.38E+02,2.58E-04,1.97E+04,2.67E+03,4.99E+03,6.83E+02
6.30E+01,3.00E+00,-3.00E+01,3.00E+01,4.02E+06,4.97E+06,0.00E+00,1.40E+07,1.05E+05,0.00E+00,0.00E+00,0.00E+00,3.49E+01,9.18E+05,8.40E+05,5.01E+05,2.32E+05,2.58E+04,4.85E+03,1.99E+03,3.44E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.80E+01,1.12E+03,7.81E+02,1.43E+00,1.80E+01,1.41E-05,1.80E+01,1.00E+00,1.80E+01,4.42E-05,0.106717453,0.49778876,0.395493787,0.1111992,0.454679896,0.434120904,2.79E+00,7.53E-01,2.36E+02,2.89E-04,1.84E+04,2.50E+03,5.11E+03,7.00E+02
6.40E+01,6.00E+00,-3.00E+01,3.00E+01,4.05E+06,5.03E+06,0.00E+00,1.40E+07,1.05E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,9.01E+05,8.25E+05,4.77E+05,2.30E+05,2.63E+04,5.10E+03,1.91E+03,3.71E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.90E+01,1.12E+03,7.80E+02,1.44E+00,1.90E+01,1.54E-05,1.90E+01,0.00E+00,1.90E+01,8.15E-05,0.108271918,0.474286758,0.417441324,0.112989238,0.433472634,0.453538128,2.76E+00,7.44E-01,2.40E+02,3.29E-04,1.75E+04,2.38E+03,5.16E+03,7.07E+02
6.50E+01,9.00E+00,-3.00E+01,3.00E+01,4.04E+06,5.02E+06,0.00E+00,1.38E+07,1.05E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,8.65E+05,7.95E+05,4.47E+05,2.24E+05,2.66E+04,5.30E+03,1.85E+03,3.69E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E+01,1.11E+03,7.72E+02,1.44E+00,2.00E+01,1.57E-05,2.00E+01,0.00E+00,2.00E+01,4.52E-05,0.109519624,0.451129551,0.439350825,0.114529811,0.412751218,0.472718971,2.73E+00,7.36E-01,2.50E+02,3.00E-04,1.64E+04,2.23E+03,5.28E+03,7.23E+02
6.60E+01,1.20E+01,-3.00E+01,3.00E+01,4.04E+06,5.01E+06,0.00E+00,1.40E+07,1.05E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,8.32E+05,7.66E+05,4.18E+05,2.19E+05,2.58E+04,5.35E+03,1.70E+03,3.58E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.10E+01,1.11E+03,7.65E+02,1.45E+00,2.10E+01,1.57E-05,2.10E+01,0.00E+00,2.10E+01,4.88E-05,0.110460359,0.428339873,0.461199768,0.115822613,0.392509613,0.491667774,2.70E+00,7.16E-01,2.58E+02,3.43E-04,1.54E+04,2.09E+03,4.90E+03,6.72E+02
6.70E+01,1.50E+01,-3.00E+01,3.00E+01,4.03E+06,5.01E+06,0.00E+00,1.41E+07,1.05E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,7.98E+05,7.37E+05,3.91E+05,2.14E+05,2.62E+04,5.50E+03,1.67E+03,3.58E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.20E+01,1.10E+03,7.59E+02,1.44E+00,2.20E+01,1.59E-05,2.20E+01,0.00E+00,2.20E+01,-1.61E-08,0.111091261,0.406082853,0.482825886,0.116861896,0.372867783,0.510270321,2.67E+00,6.97E-01,2.71E+02,-5.86E-05,1.44E+04,1.95E+03,4.93E+03,6.76E+02
6.80E+01,1.80E+01,-3.00E+01,3.00E+01,4.02E+06,5.00E+06,0.00E+00,1.40E+07,1.06E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,7.71E+05,7.14E+05,3.67E+05,2.10E+05,2.65E+04,5.52E+03,1.66E+03,3.72E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.30E+01,1.09E+03,7.53E+02,1.44E+00,2.30E+01,1.60E-05,2.30E+01,0.00E+00,2.30E+01,4.09E-08,0.111418595,0.384398473,0.504182931,0.117651126,0.353834991,0.528513883,2.65E+00,6.68E-01,2.83E+02,-2.94E-05,1.34E+04,1.82E+03,5.00E+03,6.85E+02
8.00E+01,-2.10E+01,-2.70E+01,3.00E+01,4.02E+06,4.98E+06,0.00E+00,1.39E+07,1.06E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.32E+06,1.17E+06,8.42E+05,2.84E+05,2.44E+04,3.45E+03,2.71E+03,3.05E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.40E+01,1.24E+03,8.63E+02,1.44E+00,2.40E+01,1.23E-05,2.40E+01,1.00E+00,2.40E+01,-4.90E-08,0.089124063,0.695190374,0.215685563,0.093675294,0.646412027,0.259912678,2.99E+00,5.21E-01,3.86E+02,8.76E-06,3.11E+04,4.23E+03,4.34E+03,5.94E+02
8.10E+01,-1.80E+01,-2.70E+01,3.00E+01,4.02E+06,4.98E+06,0.00E+00,1.39E+07,1.05E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,1.28E+06,1.13E+06,8.00E+05,2.79E+05,2.51E+04,3.60E+03,2.65E+03,2.90E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.50E+01,1.21E+03,8.56E+02,1.42E+00,2.50E+01,1.22E-05,2.50E+01,1.00E+00,2.50E+01,7.34E-05,0.092912328,0.673899647,0.233188025,0.097439252,0.625112407,0.277448342,2.98E+00,5.41E-01,3.58E+02,3.20E-04,2.95E+04,4.01E+03,4.46E+03,6.12E+02
8.20E+01,-1.50E+01,-2.70E+01,3.00E+01,4.03E+06,4.99E+06,0.00E+00,1.39E+07,1.05E+05,0.00E+00,0.00E+00,0.00E+00,3.51E+01,1.24E+06,1.10E+06,7.58E+05,2.75E+05,2.54E+04,3.83E+03,2.53E+03,3.14E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.60E+01,1.19E+03,8.41E+02,1.41E+00,2.60E+01,1.37E-05,2.60E+01,1.00E+00,2.60E+01,1.23E-04,0.096561093,0.652027114,0.251411794,0.101077674,0.603522733,0.295399593,2.96E+00,5.59E-01,3.31E+02,3.44E-04,2.79E+04,3.80E+03,4.88E+03,6.69E+02
