# register#,plate_x,plate_y,Seconds,i0,i1,mon,bstop,Omron,CH6,    CH7,TEMP,marccd,ICRxT,OCRxT,ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,    ROI10,RIO11,ROI12,ROI13,SWX,CCD1,CTEMP,Timer,pd1,pd2,pd3,pd4,pd5,pd6,pd7,    pd8,pd9,pd10,pd11,pd12,pd13,pd14,pd15,pd16,scan#,Imax,Iave,ratio,scan#,texture,scan#,peak_num,scan#, neighbor_distance,Co,Fe,Zr,Co_adjusted,Fe_adjusted,Zr_adjusted,# peak_position, peak_width, peak_intensity,distance_2d,# Fe_alpha,Fe_beta,Co_alpha,Co_beta
1.20E+01,0.00E+00,-3.60E+01,3.00E+01,4.00E+06,5.00E+06,0.00E+00,1.40E+07,1.06E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,8.35E+05,7.69E+05,4.61E+05,1.95E+05,2.13E+04,4.77E+03,1.75E+03,3.31E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+00,1.10E+03,7.54E+02,1.46E+00,1.00E+00,1.49E-05,1.00E+00,0.00E+00,1.00E+00,1.84E-08,0.091982356,0.488335881,0.419681763,0.095038431,0.43875318,0.466208389,2.76E+00,7.52E-01,2.13E+02,-4.21E-05,1.70E+04,2.31E+03,4.02E+03,5.51E+02
3.30E+01,-1.20E+01,-3.30E+01,3.00E+01,4.03E+06,5.02E+06,0.00E+00,1.39E+07,1.05E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,1.09E+06,9.83E+05,6.60E+05,2.42E+05,2.29E+04,4.19E+03,2.31E+03,3.19E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,2.00E+00,1.16E+03,8.12E+02,1.43E+00,2.00E+00,1.40E-05,2.00E+00,1.00E+00,2.00E+00,-1.66E-08,0.089709181,0.601061364,0.309229455,0.093285546,0.546575882,0.360138572,2.91E+00,6.31E-01,2.70E+02,1.18E-05,2.43E+04,3.30E+03,4.09E+03,5.60E+02
3.40E+01,-9.00E+00,-3.30E+01,3.00E+01,4.05E+06,5.03E+06,0.00E+00,1.41E+07,1.05E+05,0.00E+00,0.00E+00,0.00E+00,3.49E+01,1.05E+06,9.54E+05,6.26E+05,2.39E+05,2.37E+04,4.34E+03,2.18E+03,3.25E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,3.00E+00,1.16E+03,8.09E+02,1.43E+00,3.00E+00,1.36E-05,3.00E+00,1.00E+00,3.00E+00,-6.90E-08,0.092217992,0.577272878,0.33050913,0.095755874,0.524113513,0.380130613,2.88E+00,6.87E-01,2.60E+02,-2.06E-05,2.30E+04,3.13E+03,4.44E+03,6.08E+02
3.50E+01,-6.00E+00,-3.30E+01,3.00E+01,4.04E+06,5.01E+06,0.00E+00,1.40E+07,1.05E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,1.01E+06,9.13E+05,5.87E+05,2.34E+05,2.42E+04,4.65E+03,2.19E+03,3.27E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,4.00E+00,1.15E+03,8.01E+02,1.43E+00,4.00E+00,1.37E-05,4.00E+00,1.00E+00,4.00E+00,3.22E-08,0.094491439,0.553326412,0.352182149,0.098030276,0.50179224,0.400177484,2.85E+00,7.16E-01,2.45E+02,5.68E-05,2.16E+04,2.93E+03,4.61E+03,6.32E+02
3.60E+01,-3.00E+00,-3.30E+01,3.00E+01,4.04E+06,5.00E+06,0.00E+00,1.39E+07,1.05E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,9.63E+05,8.78E+05,5.51E+05,2.28E+05,2.38E+04,4.72E+03,1.97E+03,3.26E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,5.00E+00,1.14E+03,7.91E+02,1.44E+00,5.00E+00,1.41E-05,5.00E+00,1.00E+00,5.00E+00,-1.51E-08,0.096519346,0.52926294,0.374217713,0.100102535,0.479636811,0.420260654,2.82E+00,7.47E-01,2.37E+02,-3.04E-05,2.03E+04,2.76E+03,4.58E+03,6.27E+02
3.70E+01,0.00E+00,-3.30E+01,3.00E+01,4.04E+06,4.98E+06,0.00E+00,1.40E+07,1.05E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,9.17E+05,8.39E+05,5.14E+05,2.23E+05,2.39E+04,5.02E+03,1.96E+03,3.38E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,6.00E+00,1.12E+03,7.79E+02,1.44E+00,6.00E+00,1.44E-05,6.00E+00,1.00E+00,6.00E+00,7.72E-05,0.098279105,0.505285749,0.396435145,0.101956458,0.457809641,0.440233901,2.79E+00,7.62E-01,2.34E+02,2.56E-04,1.89E+04,2.57E+03,4.68E+03,6.41E+02
3.80E+01,3.00E+00,-3.30E+01,3.00E+01,4.04E+06,4.99E+06,0.00E+00,1.42E+07,1.05E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,8.92E+05,8.17E+05,4.85E+05,2.20E+05,2.46E+04,5.08E+03,1.89E+03,3.48E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,7.00E+00,1.12E+03,7.77E+02,1.44E+00,7.00E+00,1.46E-05,7.00E+00,0.00E+00,7.00E+00,-3.03E-08,0.099763723,0.481474297,0.418761981,0.103588964,0.436356237,0.460054799,2.76E+00,7.52E-01,2.37E+02,1.15E-05,1.78E+04,2.42E+03,4.80E+03,6.57E+02
3.90E+01,6.00E+00,-3.30E+01,3.00E+01,4.03E+06,4.99E+06,0.00E+00,1.40E+07,1.05E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,8.60E+05,7.91E+05,4.56E+05,2.15E+05,2.45E+04,5.21E+03,1.83E+03,3.62E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,8.00E+00,1.11E+03,7.70E+02,1.44E+00,8.00E+00,1.51E-05,8.00E+00,0.00E+00,8.00E+00,-1.73E-09,0.100966746,0.457903532,0.441129722,0.104996592,0.415317247,0.479686161,2.73E+00,7.39E-01,2.45E+02,-3.45E-05,1.67E+04,2.28E+03,4.78E+03,6.54E+02
4.00E+01,9.00E+00,-3.30E+01,3.00E+01,4.03E+06,4.98E+06,0.00E+00,1.40E+07,1.04E+05,0.00E+00,0.00E+00,0.00E+00,3.48E+01,8.34E+05,7.68E+05,4.28E+05,2.10E+05,2.45E+04,5.38E+03,1.67E+03,3.61E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,9.00E+00,1.10E+03,7.62E+02,1.44E+00,9.00E+00,1.56E-05,9.00E+00,0.00E+00,9.00E+00,-5.57E-08,0.101882127,0.434756329,0.463361544,0.10617118,0.394828732,0.499000089,2.70E+00,7.15E-01,2.53E+02,2.82E-05,1.57E+04,2.13E+03,4.80E+03,6.57E+02
4.10E+01,1.20E+01,-3.30E+01,3.00E+01,4.03E+06,5.00E+06,0.00E+00,1.39E+07,1.05E+05,0.00E+00,0.00E+00,0.00E+00,3.50E+01,8.02E+05,7.40E+05,4.01E+05,2.06E+05,2.47E+04,5.60E+03,1.72E+03,3.75E+03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.00E+01,1.10E+03,7.58E+02,1.45E+00,1.00E+01,1.59E-05,1.00E+01,0.00E+00,1.00E+01,3.68E-08,0.102511393,0.412054098,0.485434509,0.10711688,0.374878025,0.518005095,2.68E+00,6.95E-01,2.65E+02,-1.10E-05,1.47E+04,2.00E+03,4.83E+03,6.61E+02
