7.681951752392544019e-01,-6.986572428654653777e+00
7.738631750302433776e-01,-6.253044435736569540e+00
7.795311748212323533e-01,-2.972445319066082448e+00
7.851991746122213289e-01,-2.243705549150718070e+00
7.908671744032103046e-01,-2.734908428529593039e+00
7.965351741941992803e-01,-3.330628958960687669e+00
8.022031739851883669e-01,-4.416296634388800157e+00
8.078711737761772316e-01,-4.136130011259638195e+00
8.135391735671662072e-01,-4.118966786643341038e+00
8.192071733581552939e-01,-2.978813114641411630e+00
8.248751731491442696e-01,-3.109033059511602914e+00
8.305431729401332452e-01,-2.353491173793031521e+00
8.362111727311222209e-01,-8.979709553372003938e-01
8.418791725221110855e-01,3.076449769106375243e-01
8.475471723131001722e-01,9.658787891613656029e-01
8.532151721040891479e-01,7.563936637620827241e-02
8.588831718950781235e-01,1.638521140390935216e+00
8.645511716860672102e-01,2.813772351634952429e+00
8.702191714770560749e-01,2.615865849913575403e+00
8.758871712680450505e-01,3.761422922530982760e+00
8.815551710590340262e-01,4.150597571636239991e+00
8.872231708500230019e-01,5.310003270155107202e+00
8.928911706410120885e-01,4.401302799907057306e+00
8.985591704320010642e-01,4.968477788488712577e+00
9.042271702229900399e-01,4.971830664278968470e+00
9.098951700139790155e-01,5.865011023623878827e+00
9.155631698049678802e-01,6.833724126933816478e+00
9.212311695959569668e-01,5.763382265867448950e+00
9.268991693869459425e-01,5.807708278959808013e+00
9.325671691779349182e-01,5.900332231307515940e+00
9.382351689689240049e-01,6.622528230976513441e+00
9.439031687599129805e-01,4.956998608688536478e+00
9.495711685509018452e-01,4.141145402197139447e+00
9.552391683418909318e-01,4.607377973473944621e+00
9.609071681328797965e-01,6.505268770428870084e+00
9.665751679238688832e-01,7.206130963627174424e+00
9.722431677148579698e-01,7.068399305665934662e+00
9.779111675058468345e-01,7.152718021798705195e+00
9.835791672968358101e-01,8.089555556028017236e+00
9.892471670878246748e-01,8.154277813295152555e+00
9.949151668788137615e-01,8.433713100884460800e+00
1.000583166669802848e+00,8.358295999662914255e+00
1.006251166460791602e+00,1.012363325514036205e+01
1.011919166251780799e+00,9.496171773128025961e+00
1.017587166042769553e+00,9.152026428185877194e+00
1.023255165833758751e+00,9.781594321438660700e+00
1.028923165624747726e+00,1.020808505400952981e+01
1.034591165415736702e+00,9.806893285615501554e+00
1.040259165206725678e+00,9.210493754099161379e+00
1.045927164997714431e+00,9.067596548864912620e+00
1.051595164788703629e+00,1.038769056791159073e+01
1.057263164579692605e+00,1.085720562720666749e+01
1.062931164370681802e+00,1.025778638646715990e+01
1.068599164161670556e+00,9.726729360878834996e+00
1.074267163952659310e+00,1.063088428828439191e+01
1.079935163743648507e+00,1.076379768386971136e+01
1.085603163534637483e+00,1.004596918782078774e+01
1.091271163325626681e+00,9.680308108292365432e+00
1.096939163116615434e+00,1.021676965187691621e+01
1.102607162907604632e+00,1.021373187672895710e+01
1.108275162698593386e+00,1.015742928631595987e+01
